jahr,ort,tage,typ
2015,Basel-Binningen,61,Sommertage
2015,Bern-Zollikofen,55,Sommertage
2015,Davos,19,Sommertage
2015,Genf-Cointrin,69,Sommertage
2015,Locarno-Monti,81,Sommertage
2015,Lugano,75,Sommertage
2015,Luzern,58,Sommertage
2015,Neuenburg,58,Sommertage
2015,Säntis,0,Sommertage
2015,Samedan,16,Sommertage
2015,Sitten,83,Sommertage
2015,St. Gallen,39,Sommertage
2015,Zürich-Fluntern,54,Sommertage
2016,Basel-Binningen,63,Sommertage
2016,Bern-Zollikofen,51,Sommertage
2016,Davos,6,Sommertage
2016,Genf-Cointrin,70,Sommertage
2016,Locarno-Monti,84,Sommertage
2016,Lugano,86,Sommertage
2016,Luzern,52,Sommertage
2016,Neuenburg,57,Sommertage
2016,Säntis,0,Sommertage
2016,Samedan,4,Sommertage
2016,Sitten,81,Sommertage
2016,St. Gallen,19,Sommertage
2016,Zürich-Fluntern,49,Sommertage
2017,Basel-Binningen,70,Sommertage
2017,Bern-Zollikofen,64,Sommertage
2017,Davos,8,Sommertage
2017,Genf-Cointrin,80,Sommertage
2017,Locarno-Monti,93,Sommertage
2017,Lugano,89,Sommertage
2017,Luzern,59,Sommertage
2017,Neuenburg,69,Sommertage
2017,Säntis,0,Sommertage
2017,Samedan,5,Sommertage
2017,Sitten,92,Sommertage
2017,St. Gallen,28,Sommertage
2017,Zürich-Fluntern,57,Sommertage
2018,Basel-Binningen,96,Sommertage
2018,Bern-Zollikofen,70,Sommertage
2018,Davos,7,Sommertage
2018,Genf-Cointrin,95,Sommertage
2018,Locarno-Monti,116,Sommertage
2018,Lugano,105,Sommertage
2018,Luzern,84,Sommertage
2018,Neuenburg,72,Sommertage
2018,Säntis,0,Sommertage
2018,Samedan,1,Sommertage
2018,Sitten,125,Sommertage
2018,St. Gallen,33,Sommertage
2018,Zürich-Fluntern,74,Sommertage
2019,Basel-Binningen,66,Sommertage
2019,Bern-Zollikofen,56,Sommertage
2019,Davos,13,Sommertage
2019,Genf-Cointrin,81,Sommertage
2019,Locarno-Monti,90,Sommertage
2019,Lugano,92,Sommertage
2019,Luzern,57,Sommertage
2019,Neuenburg,63,Sommertage
2019,Säntis,0,Sommertage
2019,Samedan,8,Sommertage
2019,Sitten,90,Sommertage
2019,St. Gallen,26,Sommertage
2019,Zürich-Fluntern,53,Sommertage
2020,Basel-Binningen,75,Sommertage
2020,Bern-Zollikofen,53,Sommertage
2020,Davos,5,Sommertage
2020,Genf-Cointrin,80,Sommertage
2020,Locarno-Monti,91,Sommertage
2020,Lugano,84,Sommertage
2020,Luzern,55,Sommertage
2020,Neuenburg,64,Sommertage
2020,Säntis,0,Sommertage
2020,Samedan,4,Sommertage
2020,Sitten,101,Sommertage
2020,St. Gallen,17,Sommertage
2020,Zürich-Fluntern,55,Sommertage
1959,Basel-Binningen,7,Hitzetage
1959,Bern-Zollikofen,3,Hitzetage
1959,Davos,0,Hitzetage
1959,Genf-Cointrin,9,Hitzetage
1959,Locarno-Monti,1,Hitzetage
1959,Lugano,2,Hitzetage
1959,Luzern,3,Hitzetage
1959,Neuenburg,5,Hitzetage
1959,Säntis,0,Hitzetage
1959,Samedan,0,Hitzetage
1959,Sitten,9,Hitzetage
1959,St. Gallen,0,Hitzetage
1959,Zürich-Fluntern,2,Hitzetage
1960,Basel-Binningen,2,Hitzetage
1960,Bern-Zollikofen,0,Hitzetage
1960,Davos,0,Hitzetage
1960,Genf-Cointrin,2,Hitzetage
1960,Locarno-Monti,0,Hitzetage
1960,Lugano,0,Hitzetage
1960,Luzern,1,Hitzetage
1960,Neuenburg,0,Hitzetage
1960,Säntis,0,Hitzetage
1960,Samedan,0,Hitzetage
1960,Sitten,2,Hitzetage
1960,St. Gallen,0,Hitzetage
1960,Zürich-Fluntern,0,Hitzetage
1961,Basel-Binningen,10,Hitzetage
1961,Bern-Zollikofen,0,Hitzetage
1961,Davos,0,Hitzetage
1961,Genf-Cointrin,10,Hitzetage
1961,Locarno-Monti,0,Hitzetage
1961,Lugano,0,Hitzetage
1961,Luzern,1,Hitzetage
1961,Neuenburg,0,Hitzetage
1961,Säntis,0,Hitzetage
1961,Samedan,0,Hitzetage
1961,Sitten,7,Hitzetage
1961,St. Gallen,0,Hitzetage
1961,Zürich-Fluntern,2,Hitzetage
1962,Basel-Binningen,8,Hitzetage
1962,Bern-Zollikofen,5,Hitzetage
1962,Davos,0,Hitzetage
1962,Genf-Cointrin,23,Hitzetage
1962,Locarno-Monti,4,Hitzetage
1962,Lugano,2,Hitzetage
1962,Luzern,6,Hitzetage
1962,Neuenburg,8,Hitzetage
1962,Säntis,0,Hitzetage
1962,Samedan,0,Hitzetage
1962,Sitten,14,Hitzetage
1962,St. Gallen,0,Hitzetage
1962,Zürich-Fluntern,4,Hitzetage
1963,Basel-Binningen,4,Hitzetage
1963,Bern-Zollikofen,1,Hitzetage
1963,Davos,0,Hitzetage
1963,Genf-Cointrin,1,Hitzetage
1963,Locarno-Monti,0,Hitzetage
1963,Lugano,1,Hitzetage
1963,Luzern,0,Hitzetage
1963,Neuenburg,0,Hitzetage
1963,Säntis,0,Hitzetage
1963,Samedan,0,Hitzetage
1963,Sitten,9,Hitzetage
1963,St. Gallen,0,Hitzetage
1963,Zürich-Fluntern,1,Hitzetage
1964,Basel-Binningen,18,Hitzetage
1964,Bern-Zollikofen,8,Hitzetage
1964,Davos,0,Hitzetage
1964,Genf-Cointrin,15,Hitzetage
1964,Locarno-Monti,6,Hitzetage
1964,Lugano,1,Hitzetage
1964,Luzern,9,Hitzetage
1964,Neuenburg,11,Hitzetage
1964,Säntis,0,Hitzetage
1964,Samedan,0,Hitzetage
1964,Sitten,17,Hitzetage
1964,St. Gallen,0,Hitzetage
1964,Zürich-Fluntern,7,Hitzetage
1965,Basel-Binningen,3,Hitzetage
1965,Bern-Zollikofen,2,Hitzetage
1965,Davos,0,Hitzetage
1965,Genf-Cointrin,6,Hitzetage
1965,Locarno-Monti,3,Hitzetage
1965,Lugano,2,Hitzetage
1965,Luzern,3,Hitzetage
1965,Neuenburg,0,Hitzetage
1965,Säntis,0,Hitzetage
1965,Samedan,0,Hitzetage
1965,Sitten,8,Hitzetage
1965,St. Gallen,0,Hitzetage
1965,Zürich-Fluntern,2,Hitzetage
1966,Basel-Binningen,2,Hitzetage
1966,Bern-Zollikofen,2,Hitzetage
1966,Davos,0,Hitzetage
1966,Genf-Cointrin,9,Hitzetage
1966,Locarno-Monti,0,Hitzetage
1966,Lugano,0,Hitzetage
1966,Luzern,1,Hitzetage
1966,Neuenburg,3,Hitzetage
1966,Säntis,0,Hitzetage
1966,Samedan,0,Hitzetage
1966,Sitten,11,Hitzetage
1966,St. Gallen,0,Hitzetage
1966,Zürich-Fluntern,2,Hitzetage
1967,Basel-Binningen,8,Hitzetage
1967,Bern-Zollikofen,2,Hitzetage
1967,Davos,0,Hitzetage
1967,Genf-Cointrin,13,Hitzetage
1967,Locarno-Monti,2,Hitzetage
1967,Lugano,0,Hitzetage
1967,Luzern,2,Hitzetage
1967,Neuenburg,2,Hitzetage
1967,Säntis,0,Hitzetage
1967,Samedan,0,Hitzetage
1967,Sitten,13,Hitzetage
1967,St. Gallen,1,Hitzetage
1967,Zürich-Fluntern,5,Hitzetage
1968,Basel-Binningen,3,Hitzetage
1968,Bern-Zollikofen,4,Hitzetage
1968,Davos,0,Hitzetage
1968,Genf-Cointrin,10,Hitzetage
1968,Locarno-Monti,1,Hitzetage
1968,Lugano,0,Hitzetage
1968,Luzern,3,Hitzetage
1968,Neuenburg,3,Hitzetage
1968,Säntis,0,Hitzetage
1968,Samedan,0,Hitzetage
1968,Sitten,10,Hitzetage
1968,St. Gallen,0,Hitzetage
1968,Zürich-Fluntern,1,Hitzetage
1969,Basel-Binningen,6,Hitzetage
1969,Bern-Zollikofen,0,Hitzetage
1969,Davos,0,Hitzetage
1969,Genf-Cointrin,8,Hitzetage
1969,Locarno-Monti,3,Hitzetage
1969,Lugano,0,Hitzetage
1969,Luzern,2,Hitzetage
1969,Neuenburg,2,Hitzetage
1969,Säntis,0,Hitzetage
1969,Samedan,0,Hitzetage
1969,Sitten,11,Hitzetage
1969,St. Gallen,0,Hitzetage
1969,Zürich-Fluntern,1,Hitzetage
1970,Basel-Binningen,1,Hitzetage
1970,Bern-Zollikofen,1,Hitzetage
1970,Davos,0,Hitzetage
1970,Genf-Cointrin,13,Hitzetage
1970,Locarno-Monti,2,Hitzetage
1970,Lugano,1,Hitzetage
1970,Luzern,1,Hitzetage
1970,Neuenburg,1,Hitzetage
1970,Säntis,0,Hitzetage
1970,Samedan,0,Hitzetage
1970,Sitten,11,Hitzetage
1970,St. Gallen,0,Hitzetage
1970,Zürich-Fluntern,1,Hitzetage
1971,Basel-Binningen,11,Hitzetage
1971,Bern-Zollikofen,2,Hitzetage
1971,Davos,0,Hitzetage
1971,Genf-Cointrin,21,Hitzetage
1971,Locarno-Monti,0,Hitzetage
1971,Lugano,0,Hitzetage
1971,Luzern,10,Hitzetage
1971,Neuenburg,5,Hitzetage
1971,Säntis,0,Hitzetage
1971,Samedan,0,Hitzetage
1971,Sitten,18,Hitzetage
1971,St. Gallen,0,Hitzetage
1971,Zürich-Fluntern,4,Hitzetage
1972,Basel-Binningen,2,Hitzetage
1972,Bern-Zollikofen,0,Hitzetage
1972,Davos,0,Hitzetage
1972,Genf-Cointrin,6,Hitzetage
1972,Locarno-Monti,1,Hitzetage
1972,Lugano,0,Hitzetage
1972,Luzern,1,Hitzetage
1972,Neuenburg,1,Hitzetage
1972,Säntis,0,Hitzetage
1972,Samedan,0,Hitzetage
1972,Sitten,10,Hitzetage
1972,St. Gallen,0,Hitzetage
1972,Zürich-Fluntern,1,Hitzetage
1973,Basel-Binningen,4,Hitzetage
1973,Bern-Zollikofen,0,Hitzetage
1973,Davos,0,Hitzetage
1973,Genf-Cointrin,6,Hitzetage
1973,Locarno-Monti,2,Hitzetage
1973,Lugano,1,Hitzetage
1973,Luzern,2,Hitzetage
1973,Neuenburg,1,Hitzetage
1973,Säntis,0,Hitzetage
1973,Samedan,0,Hitzetage
1973,Sitten,8,Hitzetage
1973,St. Gallen,0,Hitzetage
1973,Zürich-Fluntern,0,Hitzetage
1974,Basel-Binningen,7,Hitzetage
1974,Bern-Zollikofen,3,Hitzetage
1974,Davos,0,Hitzetage
1974,Genf-Cointrin,8,Hitzetage
1974,Locarno-Monti,7,Hitzetage
1974,Lugano,6,Hitzetage
1974,Luzern,4,Hitzetage
1974,Neuenburg,4,Hitzetage
1974,Säntis,0,Hitzetage
1974,Samedan,0,Hitzetage
1974,Sitten,9,Hitzetage
1974,St. Gallen,0,Hitzetage
1974,Zürich-Fluntern,3,Hitzetage
1975,Basel-Binningen,8,Hitzetage
1975,Bern-Zollikofen,2,Hitzetage
1975,Davos,0,Hitzetage
1975,Genf-Cointrin,6,Hitzetage
1975,Locarno-Monti,0,Hitzetage
1975,Lugano,0,Hitzetage
1975,Luzern,4,Hitzetage
1975,Neuenburg,8,Hitzetage
1975,Säntis,0,Hitzetage
1975,Samedan,0,Hitzetage
1975,Sitten,13,Hitzetage
1975,St. Gallen,1,Hitzetage
1975,Zürich-Fluntern,1,Hitzetage
1976,Basel-Binningen,20,Hitzetage
1976,Bern-Zollikofen,4,Hitzetage
1976,Davos,0,Hitzetage
1976,Genf-Cointrin,20,Hitzetage
1976,Locarno-Monti,13,Hitzetage
1976,Lugano,4,Hitzetage
1976,Luzern,9,Hitzetage
1976,Neuenburg,14,Hitzetage
1976,Säntis,0,Hitzetage
1976,Samedan,0,Hitzetage
1976,Sitten,18,Hitzetage
1976,St. Gallen,0,Hitzetage
1976,Zürich-Fluntern,7,Hitzetage
1977,Basel-Binningen,1,Hitzetage
1977,Bern-Zollikofen,0,Hitzetage
1977,Davos,0,Hitzetage
1977,Genf-Cointrin,0,Hitzetage
1977,Locarno-Monti,0,Hitzetage
1977,Lugano,0,Hitzetage
1977,Luzern,0,Hitzetage
1977,Neuenburg,0,Hitzetage
1977,Säntis,0,Hitzetage
1977,Samedan,0,Hitzetage
1977,Sitten,1,Hitzetage
1977,St. Gallen,1,Hitzetage
1977,Zürich-Fluntern,0,Hitzetage
1978,Basel-Binningen,2,Hitzetage
1978,Bern-Zollikofen,0,Hitzetage
1978,Davos,0,Hitzetage
1978,Genf-Cointrin,2,Hitzetage
1978,Locarno-Monti,0,Hitzetage
1978,Lugano,0,Hitzetage
1978,Luzern,0,Hitzetage
1978,Neuenburg,0,Hitzetage
1978,Säntis,0,Hitzetage
1978,Samedan,0,Hitzetage
1978,Sitten,1,Hitzetage
1978,St. Gallen,0,Hitzetage
1978,Zürich-Fluntern,0,Hitzetage
1979,Basel-Binningen,1,Hitzetage
1979,Bern-Zollikofen,1,Hitzetage
1979,Davos,0,Hitzetage
1979,Genf-Cointrin,9,Hitzetage
1979,Locarno-Monti,0,Hitzetage
1979,Lugano,0,Hitzetage
1979,Luzern,1,Hitzetage
1979,Neuenburg,2,Hitzetage
1979,Säntis,0,Hitzetage
1979,Samedan,0,Hitzetage
1979,Sitten,4,Hitzetage
1979,St. Gallen,0,Hitzetage
1979,Zürich-Fluntern,1,Hitzetage
1980,Basel-Binningen,3,Hitzetage
1980,Bern-Zollikofen,1,Hitzetage
1980,Davos,0,Hitzetage
1980,Genf-Cointrin,4,Hitzetage
1980,Locarno-Monti,3,Hitzetage
1980,Lugano,1,Hitzetage
1980,Luzern,2,Hitzetage
1980,Neuenburg,0,Hitzetage
1980,Säntis,0,Hitzetage
1980,Samedan,0,Hitzetage
1980,Sitten,1,Hitzetage
1980,St. Gallen,0,Hitzetage
1980,Zürich-Fluntern,1,Hitzetage
1981,Basel-Binningen,2,Hitzetage
1981,Bern-Zollikofen,2,Hitzetage
1981,Davos,0,Hitzetage
1981,Genf-Cointrin,5,Hitzetage
1981,Locarno-Monti,2,Hitzetage
1981,Lugano,0,Hitzetage
1981,Luzern,0,Hitzetage
1981,Neuenburg,2,Hitzetage
1981,Säntis,0,Hitzetage
1981,Samedan,0,Hitzetage
1981,Sitten,11,Hitzetage
1981,St. Gallen,0,Hitzetage
1981,Zürich-Fluntern,0,Hitzetage
1982,Basel-Binningen,7,Hitzetage
1982,Bern-Zollikofen,0,Hitzetage
1982,Davos,0,Hitzetage
1982,Genf-Cointrin,8,Hitzetage
1982,Locarno-Monti,3,Hitzetage
1982,Lugano,1,Hitzetage
1982,Luzern,3,Hitzetage
1982,Neuenburg,2,Hitzetage
1982,Säntis,0,Hitzetage
1982,Samedan,0,Hitzetage
1982,Sitten,8,Hitzetage
1982,St. Gallen,0,Hitzetage
1982,Zürich-Fluntern,1,Hitzetage
1983,Basel-Binningen,15,Hitzetage
1983,Bern-Zollikofen,12,Hitzetage
1983,Davos,0,Hitzetage
1983,Genf-Cointrin,21,Hitzetage
1983,Locarno-Monti,16,Hitzetage
1983,Lugano,14,Hitzetage
1983,Luzern,15,Hitzetage
1983,Neuenburg,15,Hitzetage
1983,Säntis,0,Hitzetage
1983,Samedan,0,Hitzetage
1983,Sitten,18,Hitzetage
1983,St. Gallen,4,Hitzetage
1983,Zürich-Fluntern,12,Hitzetage
1984,Basel-Binningen,7,Hitzetage
1984,Bern-Zollikofen,3,Hitzetage
1984,Davos,0,Hitzetage
1984,Genf-Cointrin,13,Hitzetage
1984,Locarno-Monti,11,Hitzetage
1984,Lugano,15,Hitzetage
1984,Luzern,5,Hitzetage
1984,Neuenburg,4,Hitzetage
1984,Säntis,0,Hitzetage
1984,Samedan,0,Hitzetage
1984,Sitten,10,Hitzetage
1984,St. Gallen,1,Hitzetage
1984,Zürich-Fluntern,6,Hitzetage
1985,Basel-Binningen,5,Hitzetage
1985,Bern-Zollikofen,4,Hitzetage
1985,Davos,0,Hitzetage
1985,Genf-Cointrin,9,Hitzetage
1985,Locarno-Monti,1,Hitzetage
1985,Lugano,2,Hitzetage
1985,Luzern,4,Hitzetage
1985,Neuenburg,5,Hitzetage
1985,Säntis,0,Hitzetage
1985,Samedan,0,Hitzetage
1985,Sitten,10,Hitzetage
1985,St. Gallen,0,Hitzetage
1985,Zürich-Fluntern,4,Hitzetage
1986,Basel-Binningen,9,Hitzetage
1986,Bern-Zollikofen,5,Hitzetage
1986,Davos,0,Hitzetage
1986,Genf-Cointrin,21,Hitzetage
1986,Locarno-Monti,8,Hitzetage
1986,Lugano,1,Hitzetage
1986,Luzern,7,Hitzetage
1986,Neuenburg,7,Hitzetage
1986,Säntis,0,Hitzetage
1986,Samedan,0,Hitzetage
1986,Sitten,15,Hitzetage
1986,St. Gallen,0,Hitzetage
1986,Zürich-Fluntern,1,Hitzetage
1987,Basel-Binningen,5,Hitzetage
1987,Bern-Zollikofen,8,Hitzetage
1987,Davos,0,Hitzetage
1987,Genf-Cointrin,13,Hitzetage
1987,Locarno-Monti,1,Hitzetage
1987,Lugano,1,Hitzetage
1987,Luzern,1,Hitzetage
1987,Neuenburg,0,Hitzetage
1987,Säntis,0,Hitzetage
1987,Samedan,0,Hitzetage
1987,Sitten,11,Hitzetage
1987,St. Gallen,0,Hitzetage
1987,Zürich-Fluntern,2,Hitzetage
1988,Basel-Binningen,3,Hitzetage
1988,Bern-Zollikofen,3,Hitzetage
1988,Davos,0,Hitzetage
1988,Genf-Cointrin,16,Hitzetage
1988,Locarno-Monti,2,Hitzetage
1988,Lugano,5,Hitzetage
1988,Luzern,1,Hitzetage
1988,Neuenburg,2,Hitzetage
1988,Säntis,0,Hitzetage
1988,Samedan,0,Hitzetage
1988,Sitten,18,Hitzetage
1988,St. Gallen,0,Hitzetage
1988,Zürich-Fluntern,1,Hitzetage
1989,Basel-Binningen,8,Hitzetage
1989,Bern-Zollikofen,2,Hitzetage
1989,Davos,0,Hitzetage
1989,Genf-Cointrin,11,Hitzetage
1989,Locarno-Monti,3,Hitzetage
1989,Lugano,1,Hitzetage
1989,Luzern,1,Hitzetage
1989,Neuenburg,4,Hitzetage
1989,Säntis,0,Hitzetage
1989,Samedan,0,Hitzetage
1989,Sitten,11,Hitzetage
1989,St. Gallen,0,Hitzetage
1989,Zürich-Fluntern,1,Hitzetage
1990,Basel-Binningen,13,Hitzetage
1990,Bern-Zollikofen,6,Hitzetage
1990,Davos,0,Hitzetage
1990,Genf-Cointrin,17,Hitzetage
1990,Locarno-Monti,10,Hitzetage
1990,Lugano,7,Hitzetage
1990,Luzern,7,Hitzetage
1990,Neuenburg,9,Hitzetage
1990,Säntis,0,Hitzetage
1990,Samedan,0,Hitzetage
1990,Sitten,19,Hitzetage
1990,St. Gallen,0,Hitzetage
1990,Zürich-Fluntern,7,Hitzetage
1991,Basel-Binningen,10,Hitzetage
1991,Bern-Zollikofen,5,Hitzetage
1991,Davos,0,Hitzetage
1991,Genf-Cointrin,14,Hitzetage
1991,Locarno-Monti,26,Hitzetage
1991,Lugano,12,Hitzetage
1991,Luzern,4,Hitzetage
1991,Neuenburg,4,Hitzetage
1991,Säntis,0,Hitzetage
1991,Samedan,0,Hitzetage
1991,Sitten,15,Hitzetage
1991,St. Gallen,0,Hitzetage
1991,Zürich-Fluntern,6,Hitzetage
1992,Basel-Binningen,16,Hitzetage
1992,Bern-Zollikofen,13,Hitzetage
1992,Davos,0,Hitzetage
1992,Genf-Cointrin,21,Hitzetage
1992,Locarno-Monti,13,Hitzetage
1992,Lugano,10,Hitzetage
1992,Luzern,10,Hitzetage
1992,Neuenburg,13,Hitzetage
1992,Säntis,0,Hitzetage
1992,Samedan,0,Hitzetage
1992,Sitten,22,Hitzetage
1992,St. Gallen,0,Hitzetage
1992,Zürich-Fluntern,14,Hitzetage
1993,Basel-Binningen,6,Hitzetage
1993,Bern-Zollikofen,4,Hitzetage
1993,Davos,0,Hitzetage
1993,Genf-Cointrin,15,Hitzetage
1993,Locarno-Monti,3,Hitzetage
1993,Lugano,3,Hitzetage
1993,Luzern,2,Hitzetage
1993,Neuenburg,3,Hitzetage
1993,Säntis,0,Hitzetage
1993,Samedan,0,Hitzetage
1993,Sitten,12,Hitzetage
1993,St. Gallen,0,Hitzetage
1993,Zürich-Fluntern,2,Hitzetage
1994,Basel-Binningen,20,Hitzetage
1994,Bern-Zollikofen,11,Hitzetage
1994,Davos,0,Hitzetage
1994,Genf-Cointrin,29,Hitzetage
1994,Locarno-Monti,22,Hitzetage
1994,Lugano,18,Hitzetage
1994,Luzern,13,Hitzetage
1994,Neuenburg,11,Hitzetage
1994,Säntis,0,Hitzetage
1994,Samedan,0,Hitzetage
1994,Sitten,23,Hitzetage
1994,St. Gallen,0,Hitzetage
1994,Zürich-Fluntern,11,Hitzetage
1995,Basel-Binningen,10,Hitzetage
1995,Bern-Zollikofen,7,Hitzetage
1995,Davos,0,Hitzetage
1995,Genf-Cointrin,16,Hitzetage
1995,Locarno-Monti,8,Hitzetage
1995,Lugano,6,Hitzetage
1995,Luzern,7,Hitzetage
1995,Neuenburg,8,Hitzetage
1995,Säntis,0,Hitzetage
1995,Samedan,0,Hitzetage
1995,Sitten,14,Hitzetage
1995,St. Gallen,2,Hitzetage
1995,Zürich-Fluntern,5,Hitzetage
1996,Basel-Binningen,4,Hitzetage
1996,Bern-Zollikofen,1,Hitzetage
1996,Davos,0,Hitzetage
1996,Genf-Cointrin,2,Hitzetage
1996,Locarno-Monti,4,Hitzetage
1996,Lugano,4,Hitzetage
1996,Luzern,1,Hitzetage
1996,Neuenburg,0,Hitzetage
1996,Säntis,0,Hitzetage
1996,Samedan,0,Hitzetage
1996,Sitten,8,Hitzetage
1996,St. Gallen,0,Hitzetage
1996,Zürich-Fluntern,1,Hitzetage
1997,Basel-Binningen,7,Hitzetage
1997,Bern-Zollikofen,0,Hitzetage
1997,Davos,0,Hitzetage
1997,Genf-Cointrin,2,Hitzetage
1997,Locarno-Monti,3,Hitzetage
1997,Lugano,3,Hitzetage
1997,Luzern,1,Hitzetage
1997,Neuenburg,1,Hitzetage
1997,Säntis,0,Hitzetage
1997,Samedan,0,Hitzetage
1997,Sitten,6,Hitzetage
1997,St. Gallen,0,Hitzetage
1997,Zürich-Fluntern,0,Hitzetage
1998,Basel-Binningen,15,Hitzetage
1998,Bern-Zollikofen,11,Hitzetage
1998,Davos,0,Hitzetage
1998,Genf-Cointrin,16,Hitzetage
1998,Locarno-Monti,10,Hitzetage
1998,Lugano,6,Hitzetage
1998,Luzern,12,Hitzetage
1998,Neuenburg,13,Hitzetage
1998,Säntis,0,Hitzetage
1998,Samedan,0,Hitzetage
1998,Sitten,21,Hitzetage
1998,St. Gallen,3,Hitzetage
1998,Zürich-Fluntern,13,Hitzetage
1999,Basel-Binningen,3,Hitzetage
1999,Bern-Zollikofen,2,Hitzetage
1999,Davos,0,Hitzetage
1999,Genf-Cointrin,5,Hitzetage
1999,Locarno-Monti,0,Hitzetage
1999,Lugano,1,Hitzetage
1999,Luzern,3,Hitzetage
1999,Neuenburg,2,Hitzetage
1999,Säntis,0,Hitzetage
1999,Samedan,0,Hitzetage
1999,Sitten,9,Hitzetage
1999,St. Gallen,0,Hitzetage
1999,Zürich-Fluntern,2,Hitzetage
2000,Basel-Binningen,8,Hitzetage
2000,Bern-Zollikofen,1,Hitzetage
2000,Davos,0,Hitzetage
2000,Genf-Cointrin,14,Hitzetage
2000,Locarno-Monti,3,Hitzetage
2000,Lugano,2,Hitzetage
2000,Luzern,2,Hitzetage
2000,Neuenburg,4,Hitzetage
2000,Säntis,0,Hitzetage
2000,Samedan,0,Hitzetage
2000,Sitten,16,Hitzetage
2000,St. Gallen,1,Hitzetage
2000,Zürich-Fluntern,3,Hitzetage
2001,Basel-Binningen,9,Hitzetage
2001,Bern-Zollikofen,2,Hitzetage
2001,Davos,0,Hitzetage
2001,Genf-Cointrin,13,Hitzetage
2001,Locarno-Monti,6,Hitzetage
2001,Lugano,4,Hitzetage
2001,Luzern,6,Hitzetage
2001,Neuenburg,4,Hitzetage
2001,Säntis,0,Hitzetage
2001,Samedan,0,Hitzetage
2001,Sitten,14,Hitzetage
2001,St. Gallen,0,Hitzetage
2001,Zürich-Fluntern,2,Hitzetage
2002,Basel-Binningen,8,Hitzetage
2002,Bern-Zollikofen,6,Hitzetage
2002,Davos,0,Hitzetage
2002,Genf-Cointrin,17,Hitzetage
2002,Locarno-Monti,7,Hitzetage
2002,Lugano,7,Hitzetage
2002,Luzern,9,Hitzetage
2002,Neuenburg,8,Hitzetage
2002,Säntis,0,Hitzetage
2002,Samedan,0,Hitzetage
2002,Sitten,13,Hitzetage
2002,St. Gallen,1,Hitzetage
2002,Zürich-Fluntern,7,Hitzetage
2003,Basel-Binningen,41,Hitzetage
2003,Bern-Zollikofen,29,Hitzetage
2003,Davos,0,Hitzetage
2003,Genf-Cointrin,50,Hitzetage
2003,Locarno-Monti,56,Hitzetage
2003,Lugano,47,Hitzetage
2003,Luzern,26,Hitzetage
2003,Neuenburg,34,Hitzetage
2003,Säntis,0,Hitzetage
2003,Samedan,0,Hitzetage
2003,Sitten,49,Hitzetage
2003,St. Gallen,10,Hitzetage
2003,Zürich-Fluntern,27,Hitzetage
2004,Basel-Binningen,13,Hitzetage
2004,Bern-Zollikofen,1,Hitzetage
2004,Davos,0,Hitzetage
2004,Genf-Cointrin,11,Hitzetage
2004,Locarno-Monti,11,Hitzetage
2004,Lugano,6,Hitzetage
2004,Luzern,4,Hitzetage
2004,Neuenburg,2,Hitzetage
2004,Säntis,0,Hitzetage
2004,Samedan,0,Hitzetage
2004,Sitten,14,Hitzetage
2004,St. Gallen,0,Hitzetage
2004,Zürich-Fluntern,0,Hitzetage
2005,Basel-Binningen,18,Hitzetage
2005,Bern-Zollikofen,11,Hitzetage
2005,Davos,0,Hitzetage
2005,Genf-Cointrin,16,Hitzetage
2005,Locarno-Monti,14,Hitzetage
2005,Lugano,11,Hitzetage
2005,Luzern,13,Hitzetage
2005,Neuenburg,13,Hitzetage
2005,Säntis,0,Hitzetage
2005,Samedan,0,Hitzetage
2005,Sitten,15,Hitzetage
2005,St. Gallen,0,Hitzetage
2005,Zürich-Fluntern,9,Hitzetage
2006,Basel-Binningen,22,Hitzetage
2006,Bern-Zollikofen,16,Hitzetage
2006,Davos,0,Hitzetage
2006,Genf-Cointrin,24,Hitzetage
2006,Locarno-Monti,29,Hitzetage
2006,Lugano,22,Hitzetage
2006,Luzern,18,Hitzetage
2006,Neuenburg,17,Hitzetage
2006,Säntis,0,Hitzetage
2006,Samedan,0,Hitzetage
2006,Sitten,25,Hitzetage
2006,St. Gallen,2,Hitzetage
2006,Zürich-Fluntern,16,Hitzetage
2007,Basel-Binningen,4,Hitzetage
2007,Bern-Zollikofen,2,Hitzetage
2007,Davos,0,Hitzetage
2007,Genf-Cointrin,6,Hitzetage
2007,Locarno-Monti,12,Hitzetage
2007,Lugano,10,Hitzetage
2007,Luzern,4,Hitzetage
2007,Neuenburg,1,Hitzetage
2007,Säntis,0,Hitzetage
2007,Samedan,0,Hitzetage
2007,Sitten,7,Hitzetage
2007,St. Gallen,0,Hitzetage
2007,Zürich-Fluntern,2,Hitzetage
2008,Basel-Binningen,6,Hitzetage
2008,Bern-Zollikofen,2,Hitzetage
2008,Davos,0,Hitzetage
2008,Genf-Cointrin,11,Hitzetage
2008,Locarno-Monti,5,Hitzetage
2008,Lugano,3,Hitzetage
2008,Luzern,3,Hitzetage
2008,Neuenburg,3,Hitzetage
2008,Säntis,0,Hitzetage
2008,Samedan,0,Hitzetage
2008,Sitten,16,Hitzetage
2008,St. Gallen,0,Hitzetage
2008,Zürich-Fluntern,3,Hitzetage
2009,Basel-Binningen,12,Hitzetage
2009,Bern-Zollikofen,8,Hitzetage
2009,Davos,0,Hitzetage
2009,Genf-Cointrin,19,Hitzetage
2009,Locarno-Monti,9,Hitzetage
2009,Lugano,10,Hitzetage
